Model,Status,Additional_Description,Description,Location_ID,Price,Current can sell Qty,Confirmed,Estimated?,Product Origin Code,Weight,CBF,Master Pack,Catalog_Page
2100-9,DS,,CHEST,HMLG,155.00(Unit Price),0,,,MCCW,70.4,21.8,1,
2100F-1,DS,TBDS,"(1/2) FL HDBD/FTBD,DRK BRWN PU",HMLG,35.88(Promotional Price),0,,,MCCW,23.1,4.31,1,XB-128
2100F-3,DS,TBDS,(2/2) FULL RL & SL,HMLG,23.12(Promotional Price),1,,,MCCW,41.8,1.84,1,XB-128
2100K-1CK,DS,TBDS,"(1/2) CK HDBD/FTBD,DRK BRWN PU",HMLG,99.88(Unit Price),3,,,MCCW,32.56,5.69,1,XB-128
2100K-1EK,IN,TBDS,"(1/2) EK HDBD/FTBD,DRK BRWN PU",HMLG,99.88(Unit Price),4,,,MCCW,34.32,5.97,1,XB-128
2100K-3CK,DS,TBDS,(2/2) CK RL & SL,HMLG,49.12(Unit Price),0,,3 05/01/2018,MCCW,50.6,2.37,1,XB-128
2100K-3EK,IN,TBDS,(2/2) EK RL & SL,HMLG,49.12(Unit Price),0,,4 05/01/2018,MCCW,52.36,1.94,1,XB-128
2101-1,DS,,(1/2) QN HDBD/FTBD,HMLG,,0,,,VPYU,83.6,7.04,1,
2101-9,DS,,CHEST,HMLG,,0,,,VPYU,103.4,21.6,1,
2105-116,DS,,"LEG DINING TABLE, 2*20in LEAVES",HMLG,469.00(Unit Price),0,,,CJRF,191.4,23.1,1,
2105-40M,DS,,SERVER MIRROR,HMLG,159.00(Unit Price),0,,,CJRF,35.2,6.26,1,
2105-50,DS,,(1/2) HUTCH,HMLG,,0,,,CJRF,242,71.5,1,
2105-55,DS,,"(2/2) BUFFET, WOOD TOP",HMLG,239.12(Unit Price),0,,,CJRF,136.4,31.2,1,
2105A,DS,,\ARM CHAIR,HMLG,120.00(Unit Price),0,,,CJRF,27.5,4.94,2,
2105S,DS,,\SIDE CHAIR,HMLG,110.00(Unit Price),1,,,CJRF,25.3,4.94,2,
2106-11,DS,,TV CHEST,HMLG,429.00(Unit Price),0,,,VUPC,173.8,31.8,1,
2106-112,DS,,DINING TABLE,HMLG,439.00(Unit Price),1,,,VUPC,211.2,22.6,1,XXD-6
2106-2,DS,,(2/3) QUEEN FTBD,HMLG,,0,,,VUPC,50.6,6.09,1,
2106-3,DS,,(3/3) QUEEN RL & SL,HMLG,,0,,,VUPC,72.6,6.08,1,
2106-4,DS,,NIGHT STAND,HMLG,199.00(Unit Price),0,,,VUPC,90.2,13.5,1,
2106-5,DS,,DRESSER,HMLG,499.00(Unit Price),0,,,VUPC,204.6,39.5,1,
2106-50,DS,,(1/2) HUTCH,HMLG,579.12(Unit Price),0,,,VUPC,242,49.2,1,XXD-6
2106-55,DS,,(2/2) BUFFET(WITHOUT TOP),HMLG,419.88(Unit Price),0,,,VUPC,167.2,34.9,1,XXD-6
2106-6,DS,,MIRROR,HMLG,153.00(Unit Price),0,,,VUPC,48.4,8.81,1,
2106-9,DS,,CHEST,HMLG,449.00(Unit Price),0,,,VUPC,173.8,34.7,1,
2106A,DS,,ARM CHAIR,HMLG,160.00(Unit Price),0,,,VUPC,33,4.87,2,XXD-6
2106K-1CK,DS,,(1/3) CK HDBD,HMLG,199.88(Unit Price),1,,,VUPC,116.6,16.2,1,
2106K-1EK,DS,,(1/3) EK HDBD,HMLG,199.88(Unit Price),1,,,VUPC,116.6,16.2,1,
2106K-2CK,DS,,(2/3) CK FTBD,HMLG,89.06(Unit Price),0,,,VUPC,63.8,7.44,1,
2106K-2EK,DS,,(2/3) EK FTBD,HMLG,89.06(Unit Price),1,,,VUPC,63.8,7.44,1,
2106K-3CK,DS,,(3/3) CK RL & SL,HMLG,,0,,,VUPC,81.4,7.28,1,
2106K-3EK,DS,,(3/3) EK RL & SL,HMLG,,0,,,VUPC,74.8,6.08,1,
2106S,DS,,SIDE CHAIR,HMLG,145.00(Unit Price),0,,,VUPC,30.8,4.87,2,XXD-6
2108-1,DS,,(1/3) QUEEN HDBD               T4,HMLG,,0,,,VSVC,80,10.8,1,
2108-3,DS,,(3/3) QUEEN RL & SL,HMLG,,0,,,VSVC,31.9,1.86,1,
2108-4,DS,,NIGHT STAND                    T4,HMLG,,0,,,VSVC,72.6,8.74,1,
2108-5,DS,,DRESSER                        T4,HMLG,,0,,,VSVC,167.2,28.9,1,
2108-6,DS,,MIRROR                         T4,HMLG,,0,,,VSVC,50.6,7,1,
2109-1,DS,,(1/3) QUEEN HDBD,HMLG,,0,,,VCMC,53,11.7,1,
2109-3,DS,,(3/3) QUEEN RL & SL,HMLG,35.06(Unit Price),0,,,VCMC,35.2,2.42,1,
2111-04,DS,,END TABLE,HMLG,119.00(Unit Price),0,,,VSVC,33,4.48,1,XT-32
2111-1,DS,,QUEEN / FULL HEADBOARD,HMLG,115.00(Unit Price),0,,,VSVC,74.8,10.9,1,XB-116
2111-11,DS,,TV CHEST,HMLG,159.00(Promotional Price),0,,,VSVC,156.2,28.7,1,XB-116
2111-15,IN,TBDS,SOFA TABLE,HMLG,79.00(Promotional Price),29,,,VSVC,45.1,4.94,1,XT-32
2111-30,DS,,COCKTAIL TABLE,HMLG,169.00(Unit Price),0,,,VSVC,69.3,7.07,1,XT-32
2111-4,IN,TBDS,NIGHT STAND,HMLG,75.00(Promotional Price),65,,,VSVC,72.6,9.77,1,XB-116
2111-40,DS,,SERVER,HMLG,149.00(Promotional Price),0,,,VSVC,121,19.5,1,XD-97
2111-40N,DS,,SERVER/MEDIA TABLE  (ADDED COUNTER WEIGHT),HMLG,289.00(Unit Price),0,,,VSVC,150.92,19.5,1,XD-63
2111-48,DS,,ROUND DINING TABLE,HMLG,235.00(Unit Price),0,,,VSVC,71.5,11.3,1,XD-98
2111-5,DS,,DRESSER,HMLG,309.00(Unit Price),0,,,VSVC,151.8,28.8,1,XB-116
2111-5N,DS,,DRESSER (ADDED COUNTER WEIGHT),HMLG,309.00(Unit Price),0,,,VSVC,198,28.8,1,XB-111
2111-6,DS,,MIRROR,HMLG,66.00(Unit Price),0,,,VSVC,46.2,4.17,1,XB-116
2111-72,DS,,DINING TABLE,HMLG,335.00(Unit Price),0,,,VSVC,113.3,13.2,1,XD-97
2111-9,DS,TBDS,CHEST,HMLG,99.00(Promotional Price),0,,,VSVC,146.3,27.3,1,XB-116
2111-9N,DS,,CHEST (ADDED COUNTER WEIGHT),HMLG,310.00(Unit Price),0,,,VSVC,201.3,27.3,1,XB-111
2111K-1,DS,,CAL/EASTERN KINGHEADBOARD,HMLG,169.00(Unit Price),0,,,VSVC,91.3,13.6,1,XB-116
2111S,DS,,SIDE CHAIR,HMLG,66.00(Unit Price),0,,,VSVC,21.45,3.99,2,XD-97
2112-1,DS,TBDS,"(1/2) QN HB&FB&SL, BROWN FABRIC",HMLG,83.88(Promotional Price),0,,,MCLH,72.6,5.16,1,XB-102
2112-11,DS,,"TV CHEST, PAPER MARBLE TOP",HMLG,150.00(Unit Price),0,,,MCLH,70.4,13.3,1,XB-101
2112-3,DS,TBDS,(2/2) QUEEN RL,HMLG,15.12(Promotional Price),0,,,MCLH,15.4,0.85,1,XB-102
2112-4,DS,TBDS,"NIGHT STAND, PAPER MARBLE TOP",HMLG,49.00(Promotional Price),0,,,MCLH,44,6.9,1,XB-101
2112-5,DS,TBDS,"DRESSER, PAPER MARBLE TOP",HMLG,155.00(Promotional Price),0,,,MCLH,129.8,23.9,1,XB-101
2112-6,DS,TBDS,MIRROR,HMLG,37.00(Unit Price),0,,,MCLH,24.2,1.91,1,XB-101
2112-9,DS,TBDS,"CHEST, PAPER MARBLE TOP",HMLG,150.00(Unit Price),0,,,MCLH,94.6,16.5,1,XB-101
2112F-1,DS,TBDS,"(1/2) FULL HB&FB&SL, BRW FABRIC",HMLG,83.88(Promotional Price),0,,,MCLH,66,4.68,1,XB-102
2112F-3,DS,TBDS,(2/2) FULL RL,HMLG,15.12(Promotional Price),0,,,MCLH,15.4,0.8,1,XB-102
2112FPU-1,DS,,"(1/2) FULL HB&FB, DRK BROWN PU",HMLG,85.88(Promotional Price),0,,,MCLH,96.8,20.9,1,XB-101
2112FPU-3,DS,,(2/2) FULL RL & SL,HMLG,23.12(Promotional Price),0,,,MCLH,35.2,1.57,1,XB-101
2112K-1,IN,TBDS,"(1/2) EK/CK HB&FB&SL, BRW FABRC",HMLG,59.88(Promotional Price),2,,,MCLH,88,6.41,1,XB-102
2112K-3CK,DS,TBDS,(2/2) CK RL,HMLG,19.12(Promotional Price),0,,,MCLH,30.8,1.34,1,XB-102
2112K-3EK,DS,TBDS,(2/2) EK RL,HMLG,19.12(Promotional Price),0,,,MCLH,15.4,0.85,1,XB-102
2112KNP-1,DS,,"(1/2) EK/CK HB&FB&SL, PU",HMLG,,0,,,MM,0,6.41,1,
2112KPU-1CK,DS,TBDS,"(1/2) CK HB & FB, D.BRW P/U UPH",HMLG,79.88(Promotional Price),0,,,MCLH,118.8,27.1,1,XB-101
2112KPU-1EK,DS,TBDS,"(1/2) EK HB & FB, D.BRW P/U UPH",HMLG,79.88(Promotional Price),0,,,MCLH,125.4,28.6,1,XB-101
2112KPU-3CK,DS,TBDS,(2/2) CK RL & SL,HMLG,15.12(Promotional Price),0,,,MCLH,41.8,1.76,1,XB-101
2112KPU-3EK,DS,TBDS,(2/2) EK RL & SL,HMLG,15.12(Promotional Price),0,,,MCLH,39.6,1.66,1,XB-101
2112PU-1,DS,TBDS,"(1/2) QN HB & FB, D.BRW P/U UPH",HMLG,154.88(Unit Price),0,,,MCLH,105.6,22.9,1,XB-101
2112PU-3,IN,TBDS,(2/2) QUEEN RL & SL,HMLG,34.12(Unit Price),2,,,MCLH,37.4,1.66,1,XB-101
2113-11,DS,,TV CHEST,HMLG,,0,,,MCLY,85.8,16.3,1,
2113-3,DS,,(2/2) QN RAILS,HMLG,24.12(Unit Price),0,,,MCLY,33,1.61,1,
2113-4,DS,,NIGHT STAND,HMLG,85.00(Unit Price),0,,,MCLY,46.2,7.93,1,
2113-5,DS,,DRESSER,HMLG,185.00(Unit Price),0,,,MCLY,121,25,1,
2113-6,DS,,MIRROR,HMLG,45.00(Unit Price),0,,,MCLY,28.6,2.73,1,
2113-9,DS,,CHEST,HMLG,185.00(Unit Price),0,,,MCLY,103.4,21,1,
2113F-1,DS,,(1/2) FULL HB & FB & SLATS,HMLG,94.88(Unit Price),0,,,MCLY,85.8,5.54,1,
2113F-3,DS,,(2/2) FULL RAILS,HMLG,,0,,,MCLY,30.8,1.77,1,
2113K-1CK,DS,,(1/2) CK HB & FB & SLATS,HMLG,,0,,,MCLY,96.8,8.53,1,
2113K-1EK,DS,,(1/2) EK HB & FB & SLATS,HMLG,,0,,,MCLY,90.2,8.96,1,
2113K-3CK,DS,,(2/2) CK RAILS,HMLG,,0,,,MCLY,42.9,1.68,1,
2113K-3EK,DS,,(2/2) EK RAILS,HMLG,,0,,,MCLY,42.9,1.61,1,
2114-1,DS,,(1/2) QUEEN P/U HDBD & FTBD,HMLG,,0,,,VPJH,59.4,7.84,1,
2114-3,DS,,(2/2) QUEEN RL & SL,HMLG,,0,,,VPJH,28.6,1.45,1,
2114-4,DS,,NIGHT STAND,HMLG,,0,,,VPJH,50.6,7.64,1,
2114-5,DS,,DRESSER,HMLG,,0,,,VPJH,132,23.9,1,
2114-6,DS,,MIRROR,HMLG,,0,,,VPJH,33,2.91,1,
2114K-1EK,DS,,(1/2) EK P/U HDBD & FTBD,HMLG,,0,,,VPJH,70.4,9.76,1,
2114K-3CK,DS,,(2/2) CK RL & SL,HMLG,,0,,,VPJH,26.4,1.51,1,
2117-1,DS,,"(1/3) QUEEN HDBD, BONDED LTHR",HMLG,,1,,,VEMV,209,15.7,1,
2117-11,DS,,TV CHEST,HMLG,299.00(Unit Price),0,,,VEMV,123.2,23.3,1,
2117-2,DS,,(2/3) QUEEN FTBD,HMLG,115.06(Unit Price),1,,,VEMV,112.2,11,1,
2117-3,DS,,(3/3) QUEEN RL & SL,HMLG,30.06(Unit Price),0,,,VEMV,39.6,1.33,1,
2117-4,DS,,NIGHT STAND,HMLG,139.00(Unit Price),0,,,VEMV,88,10.6,1,
2117-5,DS,,DRESSER,HMLG,339.00(Unit Price),0,,,VEMV,213.4,34.6,1,
2117-6,DS,,MIRROR,HMLG,102.00(Unit Price),0,,,VEMV,50.6,7.55,1,
2117-9,DS,,CHEST,HMLG,299.00(Unit Price),0,,,VEMV,184.8,30,1,
2117K-1,DS,,"(1/3) EK/CK HDBD, BONDED LTHR",HMLG,,0,,,VEMV,231,21.1,1,
2117K-2,DS,,(2/3) EK/CK FTBD,HMLG,179.06(Unit Price),5,,,VEMV,132,13.6,1,
2117K-3CK,DS,,(3/3) CK RL & SL,HMLG,40.06(Unit Price),0,,,VEMV,41.8,1.75,1,
2117K-3EK,DS,,(3/3) EK RL & SL,HMLG,,1,,,VEMV,41.8,1.67,1,
2117SL-1,DS,,"(1/3) QN SL PLFM HB,BK BND LT",HMLG,189.88(Unit Price),4,,,VEMV,187,29.9,1,
2117SL-2,DS,,"(2/3) QN PLFM FB, 2 STRG DRW",HMLG,109.06(Unit Price),2,,,VEMV,96.8,18.2,1,
2117SL-3,DS,,(3/3) QN RL & SL,HMLG,,1,,,VEMV,52.8,3.03,1,
2117SLK-1CK,DS,,"(1/3) CK SL PLFM HB,BK BND LTHR",HMLG,240.88(Unit Price),0,,,VEMV,231,39,1,
2117SLK-1EK,DS,,"(1/3) EK SL PLFM HB,BK BND LTHR",HMLG,304.88(Unit Price),3,,,VEMV,209,39.5,1,
2117SLK-2CK,DS,,"(2/3) CK PLFM FB, 2 STRG DRW",HMLG,149.06(Unit Price),3,,,VEMV,123.2,22,1,
2117SLK-2EK,DS,,"(2/3) CK PLFM FB, 2 STRG DRW",HMLG,,0,,,VEMV,112.2,22.4,1,
2117SLK-3CK,DS,,(3/3) CK RL & SL,HMLG,,0,,,VEMV,48.4,4.06,1,
2117SLK-3EK,DS,,(3/3) EK RL & SL,HMLG,,0,,,VEMV,57.2,3.03,1,
2119BK-1,DS,,"(1/2) QUEEN HDBD & FTBD, BLACK",HMLG,99.88(Promotional Price),0,,,MCSH,88,10.6,1,XB-88
2119BK-11,DS,,TV CHEST,HMLG,225.00(Unit Price),0,,,MCSH,121,19.9,1,XB-88
2119BK-15,DS,,WRITING DESK,HMLG,129.00(Promotional Price),0,,,MCSH,103.4,21.6,1,XY-12
2119BK-1HB,DS,,QUEEN / FULL HEADBOARD,HMLG,103.00(Unit Price),0,,,MCSH,55,7.72,1,XXB-117
2119BK-3,IN,TBDS,"(2/2) QUEEN RL & SL, BLACK",HMLG,19.12(Promotional Price),1,,,MCSH,30.8,1.52,1,XB-88
2119BK-4,IN,TBDS,"NIGHT STAND, BLACK",HMLG,55.00(Promotional Price),35,,,MCSH,52.8,7.09,1,XB-88
2119BK-40,DS,,SERVER,HMLG,289.00(Unit Price),0,,,MCSH,149.6,21,1,XXD-94
2119BK-5,DS,,DRESSER,HMLG,159.00(Promotional Price),0,,,MCSH,154,24.9,1,XB-88
2119BK-6,DS,,MIRROR,HMLG,29.00(Promotional Price),0,,,MCSH,30.8,3.89,1,XB-88
2119BK-78,DS,,"DINING TABLE, BLACK",HMLG,89.00(Promotional Price),0,,,MCSH,132,12,1,XXD-94
2119BK-9,DS,,CHEST,HMLG,129.00(Promotional Price),0,,,MCSH,127.6,21.1,1,XB-88
2119BKS,DS,,SIDE CHAIR,HMLG,32.00(Promotional Price),0,,,MCSH,18.7,2.18,2,XXD-94
2119FBK-1,DS,TBDS,"(1/2) FULL HDBD & FTBD, BLACK",HMLG,100.88(Promotional Price),0,,,MCSH,85.8,9.57,1,XY-12
2119FBK-3,DS,,"(2/2) FULL RL & SL, BLACK",HMLG,24.12(Promotional Price),0,,,MCSH,28.6,1.42,1,XY-12
2119FW-1,DS,TBDS,"(1/2) FULL HDBD & FTBD, WHITE",HMLG,94.88(Promotional Price),0,,,MCSH,85.8,9.57,1,XY-11
2119FW-3,DS,TBDS,"(2/2) FULL RL & SL, WHITE",HMLG,24.12(Promotional Price),0,,,MCSH,28.6,1.42,1,XY-11
2119KBK-1CK,DS,,"(1/2) CK HDBD & FTBD, BLACK",HMLG,139.88(Promotional Price),0,,,MCSH,94.6,12.3,1,XB-88
2119KBK-1EK,DS,,"(1/2) EK HDBD & FTBD, BLACK",HMLG,204.88(Unit Price),0,,,MCSH,96.8,12.9,1,XB-88
2119KBK-3CK,IN,TBDS,"(2/2) CK RL & SL, BLACK",HMLG,29.12(Promotional Price),0,,,MCSH,37.4,1.78,1,XB-88
2119KBK-3EK,DS,,"(2/2) EK RL & SL, BLACK",HMLG,40.12(Unit Price),0,,,MCSH,35.2,1.7,1,XB-88
2119KW-1CK,IN,TBDS,"(1/2) CK HDBD & FTBD, WHITE",HMLG,79.00(Promotional Price),1,,,MCSH,94.6,12.3,1,XB-87
2119KW-1EK,DS,,"(1/2) EK HDBD & FTBD, WHITE",HMLG,119.88(Promotional Price),0,,,MCSH,96.8,12.9,1,XB-87
2119KW-3CK,DS,,"(2/2) CK RL & SL, WHITE",HMLG,19.12(Promotional Price),0,,,MCSH,37.4,1.78,1,XB-87
2119KW-3EK,DS,,"(2/2) EK RL & SL, WHITE",HMLG,29.12(Promotional Price),0,,,MCSH,35.2,1.7,1,XB-87
2119TBK-1,DS,TBDS,"(1/2) TWIN HDBD & FTBD, BLACK",HMLG,133.88(Unit Price),0,,,MCSH,48.4,7.45,1,XY-12
2119TBK-1HB,DS,,TWIN HEADBOARD,HMLG,43.00(Promotional Price),0,,,MCSH,46.2,5.35,1,XXB-117
2119TBK-3,DS,TBDS,"(2/2) TWIN RL & SL, BLACK",HMLG,25.12(Unit Price),0,,,MCSH,28.6,1.42,1,XY-12
2119TW-1,DS,TBDS,"(1/2) TWIN HDBD & FTBD, WHITE",HMLG,75.88(Promotional Price),0,,,MCSH,48.4,7.45,1,XY-11
2119TW-1HB,DS,,TWIN HEADBOARD,HMLG,93.00(Unit Price),0,,,MCSH,46.2,5.35,1,XXB-117
2119TW-3,DS,TBDS,"(2/2) TWIN RL & SL, WHITE",HMLG,13.12(Promotional Price),0,,,MCSH,28.6,1.42,1,XY-11
2119W-1,DS,TBDS,"(1/2) QUEEN HDBD & FTBD, WHITE",HMLG,69.88(Promotional Price),0,,,MCSH,88,10.5,1,XB-87
2119W-11,DS,,TV CHEST,HMLG,225.00(Unit Price),0,,,MCSH,121,19.9,1,XB-87
2119W-15,DS,,WRITING DESK,HMLG,185.00(Unit Price),0,,,MCSH,103.4,21.6,1,XY-11
2119W-1HB,DS,,QUEEN / FULL HEADBOARD,HMLG,103.00(Unit Price),0,,,MCSH,55,7.72,1,XXB-117
2119W-3,DS,TBDS,"(2/2) QUEEN RL & SL, WHITE",HMLG,19.12(Promotional Price),0,,,MCSH,30.8,1.52,1,XB-87
2119W-4,DS,,"NIGHT STAND, WHITE",HMLG,99.00(Unit Price),0,,,MCSH,52.8,7.09,1,XB-87
2119W-40,DS,,"SERVER, CHRY/WHT FIN.",HMLG,279.00(Unit Price),0,,,MCSH,149.6,21,1,
2119W-5,DS,TBDS,DRESSER,HMLG,149.00(Promotional Price),0,,,MCSH,154,24.9,1,XB-87
2119W-6,DS,TBDS,MIRROR,HMLG,9.00(Promotional Price),0,,,MCSH,30.8,3.89,1,XB-87
2119W-78,DS,,"DINING TABLE, WHITE",HMLG,209.00(Unit Price),0,,,MCSH,132,12,1,XXD-94
2119W-9,DS,TBDS,CHEST,HMLG,119.00(Promotional Price),0,,,MCSH,127.6,21.1,1,XB-87
2119WS,DS,,SIDE CHAIR,HMLG,47.00(Unit Price),0,,,MCSH,18.7,2.18,2,XXD-94
212,DS,,"DINING TABLE, MAPLE FIN 46RD      X",HMLG,,0,,,2,85,8.65,1,
2124-1,IN,,(1/3) QN POST HDBD,HMLG,154.88(Unit Price),51,,29 05/07/2018,VCVH,88,10.6,1,B-111
2124-11,DS,,TV CHEST,HMLG,,0,,,VCVH,94.6,18.1,1,
2124-2,IN,,(2/3) QN POST FTBD,HMLG,99.06(Unit Price),52,,28 05/07/2018,VCVH,52.8,5.8,1,B-111
2124-3,IN,,(3/3) QN RL & SL,HMLG,45.06(Unit Price),55,,28 05/07/2018,VCVH,29.7,1.7,1,B-111
2124-4,IN,,NIGHT STAND,HMLG,112.00(Unit Price),111,,36 05/07/2018,VCVH,72.6,9.8,1,B-111
2124-5,IN,,DRESSER,HMLG,269.00(Unit Price),57,,30 05/07/2018,VCVH,184.8,29.2,1,B-111
2124-6,IN,,MIRROR,HMLG,85.00(Unit Price),39,,17 05/07/2018,VCVH,39.6,4.7,1,B-111
2124-9,IN,,CHEST,HMLG,225.00(Unit Price),0,,10 05/07/2018,VCVH,154,25.4,1,B-111
2124K-1,IN,,(1/3) CK/EK POST HDBD,HMLG,199.88(Unit Price),31,,11 05/07/2018,VCVH,96.8,13,1,B-111
2124K-2,IN,,(2/3) CK/EK POST FTBD,HMLG,129.06(Unit Price),31,,11 05/07/2018,VCVH,59.4,7.2,1,B-111
2124K-3CK,IN,,(3/3) CK RL & SL,HMLG,60.06(Unit Price),7,,10 05/07/2018,VCVH,41.8,2.3,1,B-111
2124K-3EK,IN,,(3/3) EK RL & SL,HMLG,60.06(Unit Price),22,,2 05/07/2018,VCVH,35.2,1.8,1,B-111
2125-1,DS,,"(1/3) QN PLFM HDBD, LINEN",HMLG,,0,,,VPRK,61.6,7.8,1,
2125-102,DS,,DINING TABLE,HMLG,319.00(Unit Price),0,,,VPRK,173.8,16.5,1,XXD-32
2125-11,DS,,TV CHEST,HMLG,289.00(Unit Price),0,,,VPRK,140.8,21.9,1,
2125-2,DS,,(2/3) QN FTBD W/2 STRG DRWRS,HMLG,100.06(Unit Price),2,,,VPRK,55,16,1,
2125-3,DS,,(3/3) QN RL & SL,HMLG,44.06(Unit Price),0,,,VPRK,61.6,3.33,1,
2125-4,DS,,NIGHT STAND,HMLG,159.00(Unit Price),0,,,VPRK,79.2,11.4,1,
2125-40,DS,,SERVER,HMLG,419.00(Unit Price),0,,,VPRK,167.2,26.9,1,XXD-32
2125-5,DS,,DRESSER,HMLG,359.00(Unit Price),0,,,VPRK,187,32.5,1,
2125-50,DS,,(1/2) HUTCH,HMLG,389.88(Unit Price),0,,,VPRK,195.8,36,1,XXD-32
2125-50/C.GLASS,DS,,CENTER GLASS ONLY,HMLG,,0,,,O,0,0,1,
2125-55,DS,,(2/2) BUFFET,HMLG,389.12(Unit Price),0,,,VPRK,140.8,26.9,1,XXD-32
2125-6,DS,,MIRROR,HMLG,93.00(Unit Price),0,,,VPRK,46.2,4.57,1,
2125-9,DS,,CHEST,HMLG,289.00(Unit Price),0,,,VPRK,151.8,26.2,1,
2125A,DS,,"ARM CHAIR, BONDED LEATHER",HMLG,90.00(Unit Price),0,,,VPRK,28.6,3.99,2,XXD-32
2125K-1CK,DS,,"(1/3) CK PLFM HB, LINEN",HMLG,64.88(Unit Price),0,,,VPRK,70.5,9.22,1,
2125K-1EK,DS,,"(1/3) EK PLFM HDBD, LINEN",HMLG,114.88(Unit Price),0,,,VPRK,72.6,9.67,1,
2125K-2CK,DS,,(2/3) CK FTBD W/2 STRG DRWRS,HMLG,84.06(Unit Price),0,,,VPRK,63.8,18.9,1,
2125K-2EK,DS,,(2/3) EK FTBD W/2 STRG DRWRS,HMLG,,0,,,VPRK,66,19.9,1,
2125K-3CK,DS,,(3/3) CK RL & SL,HMLG,50.06(Unit Price),0,,,VPRK,66,3.68,1,
2125K-3EK,DS,,(3/3) EK RL & SL,HMLG,60.06(Unit Price),0,,,VPRK,70.4,3.52,1,
2125KDB-1CK,DS,,"(1/3) CK PLFM HB, D.BR BND LTHR",HMLG,,0,,,VPRK,70.4,9.22,1,
2125KDB-1EK,DS,,"(1/3) EK PLFM HB, D.BR BND LTHR",HMLG,,0,,,VPRK,72.6,9.67,1,
2125KW-1CK,DS,,"(1/3) CK PLFM HB,WHT BNDED LTHR",HMLG,,0,,,VPRK,70.4,9.22,1,
2125KW-1EK,DS,,"(1/3) EK PLFM HB,WHT BNDED LTHR",HMLG,,0,,,VPRK,72.6,9.67,1,
2125S,DS,,"SIDE CHAIR, BONDED LEATHER",HMLG,85.00(Unit Price),0,,,VPRK,26.4,3.67,2,XXD-32
2125W-1,DS,,"(1/3) QN PLFM HB,WHT BNDED LTHR",HMLG,,0,,,VPRK,61.6,7.8,1,
2126-1,DS,,"(1/3) QN HDBD, P/U, D. CHERRY",HMLG,,0,,,VPJH,55,6.41,1,
2126-11,DS,,TV CHEST,HMLG,229.00(Unit Price),0,,,VPJH,103.4,19.3,1,
2126-2,DS,,"(2/3) QN FTBD, P/U",HMLG,,0,,,VPJH,17.6,3.51,1,
2126-3,DS,,(3/3) QN RL & SL,HMLG,,0,,,VPJH,30.8,2.13,1,
2126-4,DS,,NIGHT STAND,HMLG,129.00(Unit Price),0,,,VPJH,52.8,9.9,1,
2126-5,DS,,DRESSER,HMLG,319.00(Unit Price),0,,,VPJH,140.8,31.9,1,
2126-6,DS,,MIRROR,HMLG,73.00(Unit Price),0,,,VPJH,46.2,5.02,1,
2126-9,DS,,CHEST,HMLG,279.00(Unit Price),0,,,VPJH,125.4,27.4,1,
2126K-1,DS,,"(1/3) EK/CK HDBD, P/U, D. CHRRY",HMLG,,0,,,VPJH,66,7.94,1,
2126K-2,DS,,"(2/3) EK/CK FTBD, P/U",HMLG,,0,,,VPJH,22,4.34,1,
2126K-3CK,DS,,(3/3) CK RL & SL,HMLG,,0,,,VPJH,35.2,2.96,1,
2126K-3EK,DS,,(3/3) EK RL & SL,HMLG,,0,,,VPJH,28.6,2.13,1,
2126KN-1,DS,,"(1/3) EK/CK HDBD, FABRIC,D.CHRY",HMLG,,0,,,VPJH,59.2,7.94,1,
2126KN-2,DS,,(2/3) EK/CK FTBD,HMLG,,0,,,VPJH,17.6,4.34,1,
2126N-1,DS,,"(1/3) QN HDBD, FABRIC, D.CHRY",HMLG,115.88(Unit Price),1,,,VPJH,48.4,6.41,1,
2126N-2,DS,,"(2/3) QN FTBD, D. CHERRY",HMLG,55.06(Unit Price),2,,,VPJH,13.2,3.51,1,
2127-1,DS,,"(3) QN BED, BLK BNDED LTHR",HMLG,,0,,,VJRO,0,20.1,1,
2127-112,DS,,"LEG DINING TBL, 2*18in LEAVES",HMLG,389.00(Unit Price),0,,,VJFO,151.8,19.5,1,
2127-40,DS,,SERVER,HMLG,479.00(Unit Price),0,,,VJFO,184.8,35.4,1,
2127-50,DS,,(1/2) HUTCH,HMLG,,0,,,VJFO,187,49.5,1,
2127-55,DS,,(2/2) BUFFET,HMLG,,0,,,VJFO,189.2,36.8,1,
2127A,DS,,"\ARM CHAIR, BONDED LEATHER",HMLG,105.00(Unit Price),0,,,VJFO,70.4,4.85,2,
2127S,DS,,"\SIDE CHAIR, BONDED LEATHER",HMLG,100.00(Unit Price),0,,,VJFO,68.2,7.45,2,
2134-1,DS,,"(1/3) QN HDBD, P/U INSERT",HMLG,,0,,,VJLF,55,6.63,1,
2134-2,DS,,(2/3) QN FTBD,HMLG,,0,,,VJLF,28.6,3.72,1,
2134-3,DS,,(3/3) QN RL & SL,HMLG,,0,,,VJLF,48.4,2.99,1,
2134-4,DS,,"NIGHT STAND, REVERSIBLE PANEL",HMLG,139.00(Unit Price),0,,,VJLF,49.5,8.4,1,
2134-5,DS,,"DRESSER, REVERSIBLE PANEL",HMLG,349.00(Unit Price),0,,,VJLF,149.6,27.8,1,
2134-6,DS,,MIRROR,HMLG,63.00(Unit Price),0,,,VJLF,44,3.8,1,
2134-9,DS,,"CHEST, REVERSIBLE PANEL",HMLG,299.00(Unit Price),0,,,VJLF,123.2,23.5,1,
