Location,Customer ID,Customer Name,Contact Type,Catalog Type,Ship To ID,Ship To Name,Sales Order,Salesman,Model,Model Description,Status,Sub Status,Invoice,Invoice Date,Price Name,Channel,State,Country,Order Qty,Order Price,Shipped Qty,Shipped Price,Shipped CBF
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19818,SRDAS,1904-4,"NIGHT STAND, LIGHT ELM",Closed,,HE19769,09/20/2018,Promotion Price,,TX,US United States,2,130.00,2,130.00,14.719
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19818,SRDAS,1904-5,DRESSER,Closed,,HE19769,09/20/2018,Promotion Price,,TX,US United States,2,290.00,2,290.00,48.544
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19818,SRDAS,1904-6,MIRROR,Closed,,HE19769,09/20/2018,Promotion Price,,TX,US United States,2,60.00,2,60.00,7.740
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19818,SRDAS,1936-1,"(1/2) QN HB & FB & SL,PAPER VNR",Closed,,HE19769,09/20/2018,Promotion Price,,TX,US United States,1,97.00,1,97.00,7.511
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19818,SRDAS,1936-3,(2/2) EK/QN RL,Closed,,HE19769,09/20/2018,Promotion Price,,TX,US United States,1,22.00,1,22.00,1.074
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19818,SRDAS,1936-4,"NIGHT STAND, PAPER VNR",Closed,,HE19769,09/20/2018,Promotion Price,,TX,US United States,1,60.00,1,60.00,6.222
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19818,SRDAS,1936-5,DRESSER,Closed,,HE19769,09/20/2018,Promotion Price,,TX,US United States,1,145.00,1,145.00,22.584
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19818,SRDAS,1936-6,MIRROR,Closed,,HE19769,09/20/2018,Promotion Price,,TX,US United States,1,25.00,1,25.00,2.536
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19850,SRDAS,1904-1,"(1/2) QN HB & FB & SL, LT ELM",Closed,,HE19807,09/21/2018,Unit Price,,TX,US United States,1,86.00,1,86.00,6.876
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19850,SRDAS,1904-3,(2/2) QN/EK RL,Closed,,HE19807,09/21/2018,Unit Price,,TX,US United States,1,23.00,1,23.00,1.074
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19850,SRDAS,1904-4,"NIGHT STAND, LIGHT ELM",Closed,,HE19807,09/21/2018,Unit Price,,TX,US United States,1,65.00,1,65.00,7.360
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19850,SRDAS,1904-5,DRESSER,Closed,,HE19807,09/21/2018,Unit Price,,TX,US United States,1,145.00,1,145.00,24.272
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19850,SRDAS,1904-6,MIRROR,Closed,,HE19807,09/21/2018,Unit Price,,TX,US United States,1,30.00,1,30.00,3.870
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19847,SRDAS,2147W-1,"(1/2) QN HB & FB, L.PHILIP, WHT",Closed,,HE19808,09/21/2018,Unit Price,,TX,US United States,1,91.00,1,91.00,6.148
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19847,SRDAS,2147W-3,"(2/2) QN RL & SL, WHITE",Closed,,HE19808,09/21/2018,Unit Price,,TX,US United States,1,27.00,1,27.00,1.070
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19847,SRDAS,2147W-4,NIGHT STAND,Closed,,HE19808,09/21/2018,Unit Price,,TX,US United States,1,52.00,1,52.00,6.809
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19847,SRDAS,2147W-5,DRESSER,Closed,,HE19808,09/21/2018,Unit Price,,TX,US United States,1,129.00,1,129.00,23.318
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19847,SRDAS,2147W-6,MIRROR,Closed,,HE19808,09/21/2018,Unit Price,,TX,US United States,1,30.00,1,30.00,1.911
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19847,SRDAS,5603-36,"COUNTER HEIGHT TABLE, GRAY",Closed,,HE19808,09/21/2018,Promotion Price,,TX,US United States,1,107.00,1,107.00,12.795
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19847,SRDAS,5603-24,"COUNTER HEIGHT STOOL, BLACK PU, NAILHEADS",Closed,,HE19808,09/21/2018,Promotion Price,,TX,US United States,4,112.00,4,112.00,4.740
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19847,SRDAS,9957GY-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE19808,09/21/2018,Promotion Price,,TX,US United States,1,134.00,1,134.00,15.710
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19847,SRDAS,9957GY-3,"SOFA, 2 PILLOWS, GRAY 100% POLYESTER",Closed,,HE19808,09/21/2018,Promotion Price,,TX,US United States,1,155.00,1,155.00,19.080
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19852,SRDAS,2147-5,DRESSER,Closed,,HE19809,09/21/2018,Unit Price,,TX,US United States,1,115.00,1,115.00,23.318
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,8202CH-TS,"(1/2) LSF & RSF 2-SEATERS, 2 PLWS, 100% POLY",Closed,,HE19835,09/21/2018,Unit Price,,TX,US United States,1,229.00,1,229.00,25.990
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,8202CH-CA,"(2/2) CORNER SEAT & ARMLESS CHAIR, 1 PLW",Closed,,HE19835,09/21/2018,Unit Price,,TX,US United States,1,120.00,1,120.00,16.070
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,8367CH-3,"(1/2) LSF/RSF 3-SEATER, REVERSIBLE, CHOC FABRIC",Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,165.00,1,165.00,25.090
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,8367CH-5,"(2/2)  LSF/RSF CHAISE, REVERSIBLE, CHOC FABRIC",Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,164.00,1,164.00,24.250
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,9957GY-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,134.00,1,134.00,15.710
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,9957GY-3,"SOFA, 2 PILLOWS, GRAY 100% POLYESTER",Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,155.00,1,155.00,19.080
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1936-1,"(1/2) QN HB & FB & SL,PAPER VNR",Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,97.00,1,97.00,7.511
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1936-3,(2/2) EK/QN RL,Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,22.00,1,22.00,1.074
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1936-4,"NIGHT STAND, PAPER VNR",Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,60.00,1,60.00,6.222
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1936-5,DRESSER,Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,145.00,1,145.00,22.584
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1936-6,MIRROR,Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,25.00,1,25.00,2.536
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1936-9,CHEST,Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,120.00,1,120.00,17.813
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1904-1,"(1/2) QN HB & FB & SL, LT ELM",Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,86.00,1,86.00,6.876
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1904-3,(2/2) QN/EK RL,Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,23.00,1,23.00,1.074
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1904-4,"NIGHT STAND, LIGHT ELM",Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,65.00,1,65.00,7.360
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1904-5,DRESSER,Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,145.00,1,145.00,24.272
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1904-6,MIRROR,Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,30.00,1,30.00,3.870
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19864,SRDAS,1904-9,CHEST,Closed,,HE19835,09/21/2018,Promotion Price,,TX,US United States,1,120.00,1,120.00,19.360
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,1904GY-1,"(1/2) QN HB & FB & SL,GRAY",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,2,172.00,2,172.00,13.752
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,1904GY-3,(2/2) QN/EK RL,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,2,46.00,2,46.00,2.147
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,1904GY-4,NIGHT STAND,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,2,130.00,2,130.00,14.719
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,1904GY-5,DRESSER,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,2,290.00,2,290.00,48.883
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,1904GY-6,MIRROR,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,2,60.00,2,60.00,7.740
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147K-1,"(1/2) EK/CK HB&FB, L.PHILI,CHRY",Closed,,HE19857,09/24/2018,Unit Price,,TX,US United States,1,132.00,1,132.00,7.896
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147K-3EK,"(2/2) EK RL & SL, BRW CHERRY",Closed,,HE19857,09/24/2018,Unit Price,,TX,US United States,1,37.00,1,37.00,1.116
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147-4,NIGHT STAND,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,2,100.00,2,100.00,13.617
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147-6,MIRROR,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,25.00,1,25.00,1.911
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147-5,DRESSER,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,115.00,1,115.00,23.318
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,8367TP-3,"(1/2)  LSF/RSF 3-SEATER, REVERSIBLE, TAUPE FABRIC",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,165.00,1,165.00,25.090
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,8367TP-5,"(2/2) LSF/RSF CHAISE, REVERSIBLE, TAUPE FABRIC",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,164.00,1,164.00,24.250
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,9957GY-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,134.00,1,134.00,15.710
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,9957GY-3,"SOFA, 2 PILLOWS, GRAY 100% POLYESTER",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,155.00,1,155.00,19.080
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,1936K-1,"(1/2) CK/EK HB & FB & SL, PAPER",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,167.00,1,167.00,9.330
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,1936-3,(2/2) EK/QN RL,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,22.00,1,22.00,1.074
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,1936-4,"NIGHT STAND, PAPER VNR",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,60.00,1,60.00,6.222
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147-1,"(1/2) QN HB & FB, L.PHILIP,CHRY",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,86.00,1,86.00,6.148
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147-3,"(2/2) QN RL & SL, BRW CHERRY",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,23.00,1,23.00,1.070
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147-4,NIGHT STAND,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,50.00,1,50.00,6.809
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147-5,DRESSER,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,115.00,1,115.00,23.318
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147-6,MIRROR,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,25.00,1,25.00,1.911
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147BK-1,"(1/2) QN HB & FB, L.PHILIP, BLK",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,86.00,1,86.00,6.148
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147BK-3,"(2/2) QN RL & SL, BLK",Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,23.00,1,23.00,1.070
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147BK-4,NIGHT STAND,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,50.00,1,50.00,6.809
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147BK-5,DRESSER,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,115.00,1,115.00,23.318
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19882,SRDAS,2147BK-6,MIRROR,Closed,,HE19857,09/24/2018,Promotion Price,,TX,US United States,1,25.00,1,25.00,1.911
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19886,SRDAS,8202GRY-TS,"(1/2) LSF & RSF 2-SEATERS, 2 PLWS, 100% POLY",Closed,,HE19867,09/24/2018,Unit Price,,TX,US United States,2,458.00,2,458.00,51.980
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19886,SRDAS,8202GRY-CA,"(2/2) CORNER SEAT & ARMLESS CHAIR, 1 PLW",Closed,,HE19867,09/24/2018,Unit Price,,TX,US United States,2,240.00,2,240.00,32.140
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19886,SRDAS,1904GY-4,NIGHT STAND,Closed,,HE19867,09/24/2018,Promotion Price,,TX,US United States,1,65.00,1,65.00,7.360
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19886,SRDAS,9957GY-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE19867,09/24/2018,Promotion Price,,TX,US United States,1,134.00,1,134.00,15.710
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19886,SRDAS,9957GY-3,"SOFA, 2 PILLOWS, GRAY 100% POLYESTER",Closed,,HE19867,09/24/2018,Promotion Price,,TX,US United States,1,155.00,1,155.00,19.080
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S19916,SRDAS,9668BRW-1,GLIDER RECLINING CHAIR,Closed,,HE19873,09/24/2018,Unit Price,,TX,US United States,1,239.00,1,239.00,20.500
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,8202CH-TS,"(1/2) LSF & RSF 2-SEATERS, 2 PLWS, 100% POLY",Closed,,HE19969,09/27/2018,Unit Price,,TX,US United States,2,458.00,2,458.00,51.980
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,8202CH-CA,"(2/2) CORNER SEAT & ARMLESS CHAIR, 1 PLW",Closed,,HE19969,09/27/2018,Unit Price,,TX,US United States,2,240.00,2,240.00,32.140
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,9917DB-L,"(1/2) LSF PUSH BACK RECLINING CHAISE, DARK BRW P/U",Closed,,HE19969,09/27/2018,Promotion Price,,TX,US United States,1,131.00,1,131.00,22.690
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,9917DB-R,(2/2) RSF RCLN 2-SEATER W/CONSOLE,Closed,,HE19969,09/27/2018,Promotion Price,,TX,US United States,1,168.00,1,168.00,29.971
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,9957CH-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE19969,09/27/2018,Promotion Price,,TX,US United States,1,134.00,1,134.00,15.710
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,9957CH-3,"SOFA, 2 PILLOWS, CHOCOLATE 100% POLYESTER",Closed,,HE19969,09/27/2018,Promotion Price,,TX,US United States,1,155.00,1,155.00,19.080
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,8260GY-LRPW,"(1/6)POWER LSF RECLINING CHAIR, GRAY LEATHER GEL MATCH",Closed,,HE19969,09/27/2018,Unit Price,,TX,US United States,1,240.00,1,240.00,19.440
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,8260GY-CN,"(2/6)CONSOLE, GRAY  LEATHER GEL MATCH",Closed,,HE19969,09/27/2018,Unit Price,,TX,US United States,1,63.00,1,63.00,7.300
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,8260GY-AC,"(3/6) ARMLESS CHAIR,  GRAY  LEATHER GEL MATCH",Closed,,HE19969,09/27/2018,Unit Price,,TX,US United States,1,110.00,1,110.00,15.050
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,8260GY-CR,"(4/6)CORNER SEAT, GRAY LEATHER GEL MATCH",Closed,,HE19969,09/27/2018,Unit Price,,TX,US United States,1,188.00,1,188.00,32.370
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,8260GY-ARPW,"(5/6) POWER ARMLESS RECLINING CHAIR,  GRAY LEATHER GEL MATCH",Closed,,HE19969,09/27/2018,Unit Price,,TX,US United States,1,189.00,1,189.00,15.050
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,8260GY-RRPW,"(6/6) POWER RSF RECLINING CHAIR,  GRAY LEATHER GEL MATCH",Closed,,HE19969,09/27/2018,Unit Price,,TX,US United States,1,239.00,1,239.00,19.440
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,9668BRW-1,GLIDER RECLINING CHAIR,Closed,,HE19969,09/27/2018,Promotion Price,,TX,US United States,1,219.00,1,219.00,20.500
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,9668BRW-2,DOUBLE GLIDER RECLINING LOVE SEAT W/ CNTR CONSOLE,Closed,,HE19969,09/27/2018,Promotion Price,,TX,US United States,1,349.00,1,349.00,38.900
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20004,SRDAS,9668BRW-3,DOUBLE RECLINING SOFA,Closed,,HE19969,09/27/2018,Promotion Price,,TX,US United States,1,350.00,1,350.00,42.400
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20006,SRDAS,9957GY-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE19970,09/27/2018,Promotion Price,,TX,US United States,2,268.00,2,268.00,31.420
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20006,SRDAS,9957GY-3,"SOFA, 2 PILLOWS, GRAY 100% POLYESTER",Closed,,HE19970,09/27/2018,Promotion Price,,TX,US United States,2,310.00,2,310.00,38.160
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20006,SRDAS,2147-5,DRESSER,Closed,,HE19970,09/27/2018,Unit Price,,TX,US United States,1,115.00,1,115.00,23.318
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20006,SRDAS,2147BK-4,NIGHT STAND,Closed,,HE19970,09/27/2018,Promotion Price,,TX,US United States,1,50.00,1,50.00,6.809
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20006,SRDAS,2147SG-1,"(1/2) QN HB & FB, STAINED GREY",Closed,,HE19970,09/27/2018,Promotion Price,,TX,US United States,1,85.00,1,85.00,6.148
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20006,SRDAS,2147SG-3,"(2/2) QN RL & SL, STAINED GREY",Closed,,HE19970,09/27/2018,Promotion Price,,TX,US United States,1,24.00,1,24.00,1.070
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20006,SRDAS,2147SG-4,"NIGHT STAND, STAINED GREY",Closed,,HE19970,09/27/2018,Promotion Price,,TX,US United States,1,50.00,1,50.00,6.809
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20006,SRDAS,2147SG-5,DRESSER,Closed,,HE19970,09/27/2018,Promotion Price,,TX,US United States,1,115.00,1,115.00,23.318
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20006,SRDAS,2147SG-6,MIRROR,Closed,,HE19970,09/27/2018,Promotion Price,,TX,US United States,1,25.00,1,25.00,1.911
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20010,SRDAS,2147SG-1,"(1/2) QN HB & FB, STAINED GREY",Closed,,HE19974,09/27/2018,Promotion Price,,TX,US United States,1,85.00,1,85.00,6.148
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20010,SRDAS,2147SG-3,"(2/2) QN RL & SL, STAINED GREY",Closed,,HE19974,09/27/2018,Promotion Price,,TX,US United States,1,24.00,1,24.00,1.070
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20010,SRDAS,2147SG-4,"NIGHT STAND, STAINED GREY",Closed,,HE19974,09/27/2018,Promotion Price,,TX,US United States,2,100.00,2,100.00,13.617
"HOMELEGANCE TX, INC.",TOTAL,Total Rooms,Customer-Local;,,TOTAL,Total Rooms,S20010,SRDAS,2147SG-5,DRESSER,Closed,,HE19974,09/27/2018,Promotion Price,,TX,US United States,3,345.00,3,345.00,69.955
